Berth Name,Terminal Name,Time At Berth,Time At Port,Vessel Type - Generic,Commercial Market,Voyage Distance Travelled,Voyage Speed Average,Year of build,Voyage Origin Port,Flag,Gross tonnage,Deadweight,Length,Breadth
1A,Multi Purpose Terminal,0.4,4.0,Fire Fighting Vessel,SUPPORTING VESSELS,2.0,5.0,2005,SINES ANCH,Portugal,386 tons,162 tons,29 m,11 m
1B,Multi Purpose Terminal,95.7,96.4,Bulk Carrier,DRY BULK,960.0,11.3,2013,FOS SUR MER,Panama,43013 tons,82224 tons,228 m,32 m
Container,Container Terminal XXI,16.4,16.7,Oil Products Tanker,WET BULK,4.0,5.6,2007,SETUBAL,Spain,4969 tons,6850 tons,99 m,18 m
5,Oil and Products Terminal,0.5,8.4,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,5.6,2005,SINES ANCH,Portugal,386 tons,162 tons,29 m,11 m
5,Oil and Products Terminal,0.4,30.7,Fire Fighting Vessel,SUPPORTING VESSELS,4.0,5.5,2005,SINES,Portugal,386 tons,162 tons,29 m,11 m
2,Oil and Products Terminal,0.4,30.7,Fire Fighting Vessel,SUPPORTING VESSELS,4.0,5.5,2005,SINES,Portugal,386 tons,162 tons,29 m,11 m
7,Oil and Products Terminal,10.0,10.6,LPG Tanker,LPG CARRIERS,276.0,6.1,2014,LISBOA,Singapore,4292 tons,5011 tons,99 m,17 m
Container,Container Terminal XXI,34.2,34.6,Container Ship,CONTAINER SHIPS,923.0,10.2,1990,VALENCIA,Panama,52181 tons,67183 tons,294 m,32 m
Sines LNG,REN Atlantico Terminal LNG,0.7,30.7,Fire Fighting Vessel,SUPPORTING VESSELS,4.0,5.5,2005,SINES,Portugal,386 tons,162 tons,29 m,11 m
Sines LNG,REN Atlantico Terminal LNG,0.7,17.8,Tug,SUPPORTING VESSELS,3.0,5.2,1995,SINES,Portugal,270 tons,131 tons,27 m,9 m
3,Multi Purpose Terminal,26.4,27.0,General Cargo,DRY BREAKBULK,2242.0,12.5,2019,ROSTOCK,Portugal,16732 tons,17164 tons,149 m,25 m
Container,Container Terminal XXI,28.9,29.2,Container Ship,CONTAINER SHIPS,773.0,8.8,2014,VALENCIA,Liberia,94930 tons,112171 tons,299 m,48 m
1B,Multi Purpose Terminal,3.5,17.8,Tug,SUPPORTING VESSELS,3.0,5.2,1995,SINES,Portugal,270 tons,131 tons,27 m,9 m
4,Oil and Products Terminal,0.7,17.8,Tug,SUPPORTING VESSELS,3.0,5.2,1995,SINES,Portugal,270 tons,131 tons,27 m,9 m
4,Oil and Products Terminal,68.2,68.5,Crude Oil Tanker,WET BULK,1251.0,12.4,2011,ROTTERDAM,Liberia,28778 tons,47941 tons,179 m,32 m
Container,Container Terminal XXI,12.5,12.7,Container Ship,CONTAINER SHIPS,323.0,10.2,2006,ALGECIRAS,Panama,73934 tons,81250 tons,304 m,40 m
Container,Container Terminal XXI,14.0,14.2,Container Ship,CONTAINER SHIPS,1006.0,7.6,2008,VALENCIA,Panama,50963 tons,63377 tons,274 m,32 m
1B,Multi Purpose Terminal,15.3,30.7,Fire Fighting Vessel,SUPPORTING VESSELS,4.0,5.5,2005,SINES,Portugal,386 tons,162 tons,29 m,11 m
7,Oil and Products Terminal,23.4,23.9,Oil/Chemical Tanker,WET BULK,1115.0,8.2,2010,LEIXOES,Liberia,5581 tons,7304 tons,101 m,19 m
10,Petrochemical Terminal,38.5,38.8,LPG Tanker,LPG CARRIERS,4971.0,11.8,2011,HOUSTON,Liberia,7313 tons,9305 tons,128 m,18 m
6,Oil and Products Terminal,20.9,21.5,LPG Tanker,LPG CARRIERS,323.0,8.8,2006,LEIXOES,Cyprus,2997 tons,3147 tons,95 m,15 m
Sines LNG,REN Atlantico Terminal LNG,8.5,21.3,Tug,SUPPORTING VESSELS,3.0,6.3,1995,SINES,Portugal,270 tons,131 tons,27 m,9 m
Sines LNG,REN Atlantico Terminal LNG,1.3,30.7,Fire Fighting Vessel,SUPPORTING VESSELS,4.0,5.5,2005,SINES,Portugal,386 tons,162 tons,29 m,11 m
Sines LNG,REN Atlantico Terminal LNG,26.9,27.6,LNG Tanker,LNG CARRIERS,5177.0,15.2,2010,INGLESIDE,Norway,111109 tons,96740 tons,290 m,45 m
2,Oil and Products Terminal,1.2,1.9,Tug,SUPPORTING VESSELS,2.0,6.0,1995,SINES,Portugal,270 tons,131 tons,27 m,9 m
2,Oil and Products Terminal,31.9,32.2,Crude Oil Tanker,WET BULK,605.0,8.8,2012,ARZEW,Marshall Islands,61320 tons,115691 tons,249 m,43 m
2,Oil and Products Terminal,1.3,1.7,Fire Fighting Vessel,SUPPORTING VESSELS,1.0,5.7,2005,SINES,Portugal,386 tons,162 tons,29 m,11 m
Container,Container Terminal XXI,8.7,9.2,Oil Products Tanker,WET BULK,3.0,6.7,2007,SINES,Spain,4969 tons,6850 tons,99 m,18 m
5,Oil and Products Terminal,0.8,1.3,Tug,SUPPORTING VESSELS,2.0,5.5,1995,SINES,Portugal,270 tons,131 tons,27 m,9 m
5,Oil and Products Terminal,1.0,1.3,Fire Fighting Vessel,SUPPORTING VESSELS,5.0,5.9,2005,SINES ANCH,Portugal,386 tons,162 tons,29 m,11 m
5,Oil and Products Terminal,34.1,34.6,Crude Oil Tanker,WET BULK,140.0,5.6,2006,RABIGH,Malta,58418 tons,104955 tons,243 m,42 m
Container,Container Terminal XXI,20.2,20.5,Container Ship,CONTAINER SHIPS,1416.0,10.9,2003,LE HAVRE,Marshall Islands,89097 tons,105446 tons,322 m,42 m
4,Oil and Products Terminal,26.0,26.4,Oil/Chemical Tanker,WET BULK,552.0,7.4,2007,LEIXOES,Italy,13472 tons,19991 tons,149 m,23 m
Container,Container Terminal XXI,0.5,0.8,Fire Fighting Vessel,SUPPORTING VESSELS,4.0,6.7,2005,SINES,Portugal,386 tons,162 tons,29 m,11 m
Container,Container Terminal XXI,29.1,29.4,Container Ship,CONTAINER SHIPS,1564.0,11.6,2005,GIOIA TAURO,Marshall Islands,54519 tons,64989 tons,294 m,32 m
3,Oil and Products Terminal,43.0,43.4,Oil/Chemical Tanker,WET BULK,919.0,9.2,2008,BAYONNE,Malta,12137 tons,16791 tons,144 m,23 m
Container,Container Terminal XXI,17.7,18.1,Container Ship,CONTAINER SHIPS,1785.0,13.8,2005,ANTWERP,Liberia,54771 tons,66799 tons,294 m,32 m
Container,Container Terminal XXI,6.6,6.8,Container Ship,CONTAINER SHIPS,477.0,10.4,2006,AGADIR,Portugal,9981 tons,11273 tons,134 m,22 m
1B,Multi Purpose Terminal,87.5,103.3,Tug,SUPPORTING VESSELS,3.0,10.7,1995,SINES,Portugal,270 tons,131 tons,27 m,9 m
1B,Multi Purpose Terminal,87.4,101.3,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,10.8,2005,SINES,Portugal,386 tons,162 tons,29 m,11 m
Container,Container Terminal XXI,0.5,0.7,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,9.3,2005,SINES,Portugal,386 tons,162 tons,29 m,11 m
Container,Container Terminal XXI,1.6,2.0,Tug,SUPPORTING VESSELS,4.0,7.5,1995,SINES,Portugal,270 tons,131 tons,27 m,9 m
Container,Container Terminal XXI,13.5,13.9,Container Ship,CONTAINER SHIPS,54.0,12.7,2005,SETUBAL,Cyprus,11662 tons,13716 tons,149 m,22 m
5,Oil and Products Terminal,0.4,12.3,Fire Fighting Vessel,SUPPORTING VESSELS,1.0,6.9,2005,SINES,Portugal,386 tons,162 tons,29 m,11 m
5,Oil and Products Terminal,18.7,19.0,Oil/Chemical Tanker,WET BULK,269.0,10.7,2008,LEIXOES,Italy,17644 tons,25997 tons,169 m,25 m
6,Oil and Products Terminal,20.2,20.7,LPG Tanker,LPG CARRIERS,269.0,11.9,2014,LEIXOES,Malta,4292 tons,4996 tons,99 m,17 m
1A,Multi Purpose Terminal,118.8,130.5,Oil Products Tanker,WET BULK,4.0,7.7,2007,SINES,Spain,4969 tons,6850 tons,99 m,18 m
Container,Container Terminal XXI,14.5,14.7,Container Ship,CONTAINER SHIPS,692.0,13.1,2004,VALENCIA,Liberia,54214 tons,68150 tons,294 m,32 m
2,Oil and Products Terminal,0.6,14.3,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,10.5,2005,SINES,Portugal,386 tons,162 tons,29 m,11 m
10,Petrochemical Terminal,20.7,21.1,LPG Tanker,LPG CARRIERS,6.0,5.6,2016,TARRAGONA,Greece,13794 tons,15050 tons,147 m,22 m
7,Oil and Products Terminal,25.5,26.0,LPG Tanker,LPG CARRIERS,614.0,6.5,2015,LEIXOES,Malta,4749 tons,5169 tons,99 m,17 m
6,Oil and Products Terminal,10.8,130.5,Oil Products Tanker,WET BULK,4.0,7.7,2007,SINES,Spain,4969 tons,6850 tons,99 m,18 m
Container,Container Terminal XXI,0.6,0.9,Tug,SUPPORTING VESSELS,8.0,6.6,1995,SINES,Portugal,270 tons,131 tons,27 m,9 m
Container,Container Terminal XXI,0.3,0.6,Fire Fighting Vessel,SUPPORTING VESSELS,5.0,5.6,2005,SINES,Portugal,386 tons,162 tons,29 m,11 m
Container,Container Terminal XXI,28.3,28.6,Container Ship,CONTAINER SHIPS,986.0,16.6,2015,LE HAVRE,Malta,94684 tons,111650 tons,299 m,48 m
2,Multi Purpose Terminal,0.3,116.0,Tug,SUPPORTING VESSELS,3.0,13.2,1991,SINES,Portugal,356 tons,118 tons,32 m,11 m
Container,Container Terminal XXI,11.3,11.5,Oil Products Tanker,WET BULK,5.0,5.0,2007,SINES,Spain,4969 tons,6850 tons,99 m,18 m
Container,Container Terminal XXI,0.7,1.0,Fire Fighting Vessel,SUPPORTING VESSELS,5.0,7.1,2010,SINES,Spain,428 tons,413 tons,31 m,11 m
Container,Container Terminal XXI,20.0,20.4,Container Ship,CONTAINER SHIPS,9811.0,14.0,2019,MUNDRA,Liberia,140976 tons,150893 tons,365 m,48 m
Container,Container Terminal XXI,28.7,29.1,Container Ship,CONTAINER SHIPS,1919.0,15.9,2005,NEMRUT,China,54271 tons,67529 tons,294 m,32 m
Container,Container Terminal XXI,4.0,4.4,Fire Fighting Vessel,SUPPORTING VESSELS,2.0,5.4,2010,SINES,Spain,428 tons,413 tons,31 m,11 m
1A,Multi Purpose Terminal,1.0,32.8,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,5.6,2005,SINES,Portugal,386 tons,162 tons,29 m,11 m
Container,Container Terminal XXI,5.7,5.9,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,10.2,2010,SINES,Spain,428 tons,413 tons,31 m,11 m
3,Multi Purpose Terminal,1.1,32.8,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,5.6,2005,SINES,Portugal,386 tons,162 tons,29 m,11 m
Sines LNG,REN Atlantico Terminal LNG,0.5,33.0,Tug,SUPPORTING VESSELS,4.0,5.7,1995,SINES,Portugal,270 tons,131 tons,27 m,9 m
Sines LNG,REN Atlantico Terminal LNG,0.8,32.8,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,5.6,2005,SINES,Portugal,386 tons,162 tons,29 m,11 m
1B,Multi Purpose Terminal,0.5,33.0,Tug,SUPPORTING VESSELS,4.0,5.7,1995,SINES,Portugal,270 tons,131 tons,27 m,9 m
1A,Multi Purpose Terminal,17.4,17.9,Oil Products Tanker,WET BULK,3.0,7.0,2007,SINES,Spain,4969 tons,6850 tons,99 m,18 m
10,Petrochemical Terminal,10.7,11.2,LPG Tanker,LPG CARRIERS,772.0,12.3,2016,TARRAGONA,Greece,13794 tons,15050 tons,147 m,22 m
7,Oil and Products Terminal,30.9,31.3,LPG Tanker,LPG CARRIERS,1568.0,10.9,2015,KAARSTO,Marshall Islands,5452 tons,5209 tons,99 m,18 m
2,Oil and Products Terminal,1.7,32.8,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,5.6,2005,SINES,Portugal,386 tons,162 tons,29 m,11 m
2,Oil and Products Terminal,0.7,33.0,Tug,SUPPORTING VESSELS,4.0,5.7,1995,SINES,Portugal,270 tons,131 tons,27 m,9 m
2,Oil and Products Terminal,42.4,43.2,Oil Products Tanker,WET BULK,11.0,4.7,2012,PORTO DO ACU,Marshall Islands,164364 tons,319439 tons,333 m,60 m
3,Oil and Products Terminal,0.7,12.7,Fire Fighting Vessel,SUPPORTING VESSELS,5.0,6.3,2010,SINES,Spain,428 tons,413 tons,31 m,11 m
Container,Container Terminal XXI,7.0,7.5,Oil Products Tanker,WET BULK,3.0,4.7,2007,SETUBAL,Spain,4969 tons,6850 tons,99 m,18 m
Container,Container Terminal XXI,15.4,15.8,Container Ship,CONTAINER SHIPS,1791.0,13.3,2009,PIRAEUS,Liberia,41322 tons,52316 tons,258 m,32 m
Container,Container Terminal XXI,1.1,1.5,Fire Fighting Vessel,SUPPORTING VESSELS,5.0,7.0,2010,SINES,Spain,428 tons,413 tons,31 m,11 m
Container,Container Terminal XXI,0.1,15.8,Container Ship,CONTAINER SHIPS,1791.0,13.3,2009,PIRAEUS,Liberia,41322 tons,52316 tons,258 m,32 m
Container,Container Terminal XXI,0.6,0.9,Fire Fighting Vessel,SUPPORTING VESSELS,4.0,6.6,2010,SINES,Spain,428 tons,413 tons,31 m,11 m
4,Oil and Products Terminal,26.6,26.9,Oil/Chemical Tanker,WET BULK,538.0,9.5,2008,CANICAL,Sweden,13798 tons,19999 tons,155 m,23 m
Sines LNG,REN Atlantico Terminal LNG,29.9,30.6,LNG Tanker,LNG CARRIERS,4285.0,12.7,2015,BONNY,Bermuda,116568 tons,86867 tons,292 m,47 m
Sines LNG,REN Atlantico Terminal LNG,0.9,17.8,Tug,SUPPORTING VESSELS,3.0,5.1,1995,LISBOA,Portugal,270 tons,131 tons,27 m,9 m
Sines LNG,REN Atlantico Terminal LNG,1.0,17.8,Fire Fighting Vessel,SUPPORTING VESSELS,2.0,5.4,2005,SINES,Portugal,386 tons,162 tons,29 m,11 m
5,Oil and Products Terminal,0.7,1.2,Fire Fighting Vessel,SUPPORTING VESSELS,2.0,6.0,2005,SINES ANCH,Portugal,386 tons,162 tons,29 m,11 m
1A,Multi Purpose Terminal,17.7,62.3,Oil Products Tanker,WET BULK,4.0,6.1,2007,SETUBAL,Spain,4969 tons,6850 tons,99 m,18 m
Container,Container Terminal XXI,1.2,1.5,Fire Fighting Vessel,SUPPORTING VESSELS,4.0,5.9,2010,SINES,Spain,428 tons,413 tons,31 m,11 m
Container,Container Terminal XXI,54.8,55.0,Container Ship,CONTAINER SHIPS,1452.0,16.3,2014,SALERNO,Liberia,94930 tons,112171 tons,299 m,48 m
2,Oil and Products Terminal,0.5,36.7,Tug,SUPPORTING VESSELS,3.0,6.3,1995,SINES,Portugal,270 tons,131 tons,27 m,9 m
2,Oil and Products Terminal,1.1,42.2,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,5.7,2005,SINES ANCH,Portugal,386 tons,162 tons,29 m,11 m
Container,Container Terminal XXI,8.0,8.1,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,9.6,2010,SINES,Spain,428 tons,413 tons,31 m,11 m
7,Oil and Products Terminal,17.0,17.5,LPG Tanker,LPG CARRIERS,248.0,10.4,2006,LEIXOES,Cyprus,2997 tons,3147 tons,95 m,15 m
4,Oil and Products Terminal,27.5,28.1,Oil/Chemical Tanker,WET BULK,816.0,9.5,2007,PONTA DELGADA,Italy,13472 tons,19991 tons,149 m,23 m
Container,Container Terminal XXI,0.5,0.8,Fire Fighting Vessel,SUPPORTING VESSELS,7.0,6.7,2010,SINES,Spain,428 tons,413 tons,31 m,11 m
Container,Container Terminal XXI,19.8,20.0,Container Ship,CONTAINER SHIPS,397.0,9.8,2013,ALGECIRAS,Panama,96375 tons,110652 tons,300 m,48 m
6,Oil and Products Terminal,22.5,62.3,Oil Products Tanker,WET BULK,4.0,6.1,2007,SETUBAL,Spain,4969 tons,6850 tons,99 m,18 m
4,Oil and Products Terminal,0.3,36.7,Tug,SUPPORTING VESSELS,3.0,6.3,1995,SINES,Portugal,270 tons,131 tons,27 m,9 m
4,Oil and Products Terminal,18.5,18.9,Oil/Chemical Tanker,WET BULK,335.0,10.1,2008,LEIXOES,Italy,17644 tons,25997 tons,169 m,25 m
4,Oil and Products Terminal,0.5,2.3,Tug,SUPPORTING VESSELS,3.0,5.3,1995,LISBOA,Portugal,270 tons,131 tons,27 m,9 m
3,Oil and Products Terminal,0.7,2.3,Tug,SUPPORTING VESSELS,3.0,5.3,1995,LISBOA,Portugal,270 tons,131 tons,27 m,9 m
3,Oil and Products Terminal,32.2,32.6,Oil Products Tanker,WET BULK,6.0,5.4,2005,ANTWERP,Germany,21329 tons,32200 tons,177 m,28 m
2,Oil and Products Terminal,1.1,19.6,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,6.0,2010,SINES,Spain,428 tons,413 tons,31 m,11 m
2,Oil and Products Terminal,39.2,40.0,Oil Products Tanker,WET BULK,4116.0,11.4,2012,PORTO DO ACU,Marshall Islands,164364 tons,319439 tons,333 m,60 m
2,Oil and Products Terminal,2.5,3.2,Tug,SUPPORTING VESSELS,3.0,5.5,1995,SINES,Portugal,270 tons,131 tons,27 m,9 m
2,Oil and Products Terminal,2.1,42.2,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,5.7,2005,SINES ANCH,Portugal,386 tons,162 tons,29 m,11 m
Container,Container Terminal XXI,0.2,0.5,Tug,SUPPORTING VESSELS,4.0,8.5,1991,SINES,Portugal,356 tons,118 tons,32 m,11 m
Container,Container Terminal XXI,35.3,35.6,Container Ship,CONTAINER SHIPS,336.0,13.9,1992,VIGO,Panama,30567 tons,31160 tons,202 m,31 m
1B,Multi Purpose Terminal,20.9,62.3,Oil Products Tanker,WET BULK,4.0,6.1,2007,SETUBAL,Spain,4969 tons,6850 tons,99 m,18 m
Sines LNG,REN Atlantico Terminal LNG,0.5,23.5,Tug,SUPPORTING VESSELS,4.0,6.0,1995,SINES,Portugal,270 tons,131 tons,27 m,9 m
Sines LNG,REN Atlantico Terminal LNG,0.4,17.5,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,10.1,2005,SINES,Portugal,386 tons,162 tons,29 m,11 m
Container,Container Terminal XXI,24.1,24.3,Container Ship,CONTAINER SHIPS,1277.0,12.5,2004,NAPOLI,Panama,54881 tons,68178 tons,294 m,32 m
Container,Container Terminal XXI,1.3,1.6,Tug,SUPPORTING VESSELS,2.0,5.8,1991,SINES,Portugal,356 tons,118 tons,32 m,11 m
Container,Container Terminal XXI,0.3,0.4,Tug,SUPPORTING VESSELS,3.0,11.1,1991,SINES,Portugal,356 tons,118 tons,32 m,11 m
5,Oil and Products Terminal,31.1,31.5,LPG/Chemical Tanker,LPG CARRIERS,1163.0,10.7,2007,ROTTERDAM BOTLEK,France,7292 tons,11320 tons,119 m,20 m
2,Oil and Products Terminal,0.9,17.5,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,10.1,2005,SINES,Portugal,386 tons,162 tons,29 m,11 m
6,Oil and Products Terminal,25.6,26.1,Oil/Chemical Tanker,WET BULK,130.0,6.7,2010,LEIXOES,Liberia,5581 tons,7304 tons,101 m,19 m
Container,Container Terminal XXI,5.0,5.3,Oil Products Tanker,WET BULK,42.0,9.9,2007,SETUBAL,Spain,4969 tons,6850 tons,99 m,18 m
Container,Container Terminal XXI,0.8,1.2,Fire Fighting Vessel,SUPPORTING VESSELS,4.0,6.4,2005,SINES ANCH,Portugal,386 tons,162 tons,29 m,11 m
Container,Container Terminal XXI,20.8,21.1,Container Ship,CONTAINER SHIPS,671.0,11.9,1998,VALENCIA,Liberia,40792 tons,52329 tons,260 m,32 m
Container,Container Terminal XXI,0.7,1.0,Fire Fighting Vessel,SUPPORTING VESSELS,7.0,6.5,2010,SINES ANCH,Spain,428 tons,413 tons,31 m,11 m
4,Oil and Products Terminal,0.7,3.3,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,5.9,2005,SINES ANCH,Portugal,386 tons,162 tons,29 m,11 m
4,Oil and Products Terminal,29.9,30.3,Crude Oil Tanker,WET BULK,2882.0,10.2,2006,RABIGH,Malta,58418 tons,104955 tons,243 m,42 m
4,Oil and Products Terminal,0.7,23.5,Tug,SUPPORTING VESSELS,4.0,6.0,1995,SINES,Portugal,270 tons,131 tons,27 m,9 m
1B,Multi Purpose Terminal,31.0,31.4,Container Ship,CONTAINER SHIPS,4.0,9.0,2001,SINES,Cyprus,9981 tons,11257 tons,134 m,22 m
Sines LNG,REN Atlantico Terminal LNG,0.9,3.3,Tug,SUPPORTING VESSELS,5.0,6.4,1995,SINES,Portugal,270 tons,131 tons,27 m,9 m
Sines LNG,REN Atlantico Terminal LNG,24.4,25.1,LNG Tanker,LNG CARRIERS,4739.0,13.9,2006,BONNY,Bermuda,97561 tons,83068 tons,285 m,43 m
Container,Container Terminal XXI,22.8,23.1,Container Ship,CONTAINER SHIPS,1241.0,17.3,2019,ANTWERP,Liberia,112695 tons,128432 tons,328 m,48 m
Container,Container Terminal XXI,1.1,1.4,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,7.1,2010,SINES,Spain,428 tons,413 tons,31 m,11 m
Sines LNG,REN Atlantico Terminal LNG,0.8,3.3,Fire Fighting Vessel,SUPPORTING VESSELS,4.0,6.3,2005,SINES ANCH,Portugal,386 tons,162 tons,29 m,11 m
Sines LNG,REN Atlantico Terminal LNG,0.9,8.1,Fire Fighting Vessel,SUPPORTING VESSELS,2.0,4.8,2005,SINES ANCH,Portugal,386 tons,162 tons,29 m,11 m
Sines LNG,REN Atlantico Terminal LNG,0.9,18.9,Tug,SUPPORTING VESSELS,3.0,5.7,1995,SINES,Portugal,270 tons,131 tons,27 m,9 m
Container,Container Terminal XXI,5.2,5.5,Container Ship,CONTAINER SHIPS,512.0,8.0,2001,AGADIR,Cyprus,9981 tons,11257 tons,134 m,22 m
Container,Container Terminal XXI,5.9,6.4,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,6.5,2010,SINES,Spain,428 tons,413 tons,31 m,11 m
Container,Container Terminal XXI,77.5,77.7,General Cargo,DRY BREAKBULK,2140.0,10.7,2011,GDANSK,Netherlands,17644 tons,19381 tons,168 m,25 m
5,Oil and Products Terminal,0.7,8.1,Fire Fighting Vessel,SUPPORTING VESSELS,2.0,4.8,2005,SINES ANCH,Portugal,386 tons,162 tons,29 m,11 m
5,Oil and Products Terminal,23.2,23.6,Oil Products Tanker,WET BULK,858.0,10.8,2007,ABIDJAN,Italy,30119 tons,50922 tons,183 m,32 m
Container,Container Terminal XXI,1.6,5.6,Fire Fighting Vessel,SUPPORTING VESSELS,4.0,7.1,2010,SINES,Spain,428 tons,413 tons,31 m,11 m
Container,Container Terminal XXI,2.3,5.6,Fire Fighting Vessel,SUPPORTING VESSELS,4.0,7.1,2010,SINES,Spain,428 tons,413 tons,31 m,11 m
Container,Container Terminal XXI,10.5,10.8,Container Ship,CONTAINER SHIPS,1188.0,16.5,2004,ANTWERP,Panama,54774 tons,66786 tons,294 m,32 m
3,Oil and Products Terminal,0.4,6.6,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,5.9,2005,SINES ANCH,Portugal,386 tons,162 tons,29 m,11 m
3,Oil and Products Terminal,42.7,43.1,Oil Products Tanker,WET BULK,1616.0,10.8,2005,ANTWERP,Germany,21329 tons,32200 tons,177 m,28 m
2,Oil and Products Terminal,2.0,3.1,Fire Fighting Vessel,SUPPORTING VESSELS,4.0,5.8,2005,SINES,Portugal,386 tons,162 tons,29 m,11 m
2,Oil and Products Terminal,0.6,1.3,Fire Fighting Vessel,SUPPORTING VESSELS,21.0,7.6,2010,SINES ANCH,Spain,428 tons,413 tons,31 m,11 m
2,Oil and Products Terminal,40.9,41.5,Crude Oil Tanker,WET BULK,1165.0,9.0,2013,SAVONA,Liberia,161296 tons,319778 tons,333 m,60 m
3,Oil and Products Terminal,1.8,18.9,Tug,SUPPORTING VESSELS,3.0,5.7,1995,SINES,Portugal,270 tons,131 tons,27 m,9 m
1B,Multi Purpose Terminal,0.2,0.6,Tug,SUPPORTING VESSELS,3.0,6.1,1995,LISBOA,Portugal,270 tons,131 tons,27 m,9 m
1B,Multi Purpose Terminal,19.8,20.3,General Cargo,DRY BREAKBULK,224.0,10.9,2009,CADIZ,Panama,9611 tons,12629 tons,139 m,21 m
6,Oil and Products Terminal,41.8,42.3,Oil Products Tanker,WET BULK,1170.0,9.1,2006,ANTWERP,Antigua & Barbuda,3933 tons,6882 tons,103 m,16 m
Sines LNG,REN Atlantico Terminal LNG,1.1,6.8,Tug,SUPPORTING VESSELS,5.0,5.2,1995,SINES,Portugal,270 tons,131 tons,27 m,9 m
Sines LNG,REN Atlantico Terminal LNG,25.4,26.1,LNG Tanker,LNG CARRIERS,6217.0,11.2,2002,INGLESIDE,Malaysia,94430 tons,75849 tons,276 m,43 m
Sines LNG,REN Atlantico Terminal LNG,1.0,2.5,Fire Fighting Vessel,SUPPORTING VESSELS,4.0,5.2,2005,SINES ANCH,Portugal,386 tons,162 tons,29 m,11 m
Container,Container Terminal XXI,3.8,4.2,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,6.0,2010,SINES,Spain,428 tons,413 tons,31 m,11 m
Container,Container Terminal XXI,19.5,19.8,Container Ship,CONTAINER SHIPS,1151.0,12.4,2002,LE HAVRE,Liberia,66500 tons,71135 tons,277 m,40 m
Container,Container Terminal XXI,0.9,1.3,Fire Fighting Vessel,SUPPORTING VESSELS,4.0,7.2,2010,SINES,Spain,428 tons,413 tons,31 m,11 m
Container,Container Terminal XXI,5.6,5.9,Container Ship,CONTAINER SHIPS,3216.0,12.6,2005,MONTREAL,Portugal,54758 tons,68168 tons,294 m,32 m
Container,Container Terminal XXI,5.2,5.7,Fire Fighting Vessel,SUPPORTING VESSELS,4.0,5.3,2010,SINES,Spain,428 tons,413 tons,31 m,11 m
Container,Container Terminal XXI,29.2,29.6,Container Ship,CONTAINER SHIPS,1314.0,12.1,2004,LE HAVRE,Liberia,83133 tons,93638 tons,300 m,42 m
Container,Container Terminal XXI,2.9,3.7,Fire Fighting Vessel,SUPPORTING VESSELS,4.0,5.7,2010,SINES,Spain,428 tons,413 tons,31 m,11 m
5,Oil and Products Terminal,0.7,13.1,Tug,SUPPORTING VESSELS,2.0,5.7,1995,LISBOA,Portugal,270 tons,131 tons,27 m,9 m
5,Oil and Products Terminal,32.6,33.0,Oil/Chemical Tanker,WET BULK,885.0,8.6,2014,DONGES,Marshall Islands,24230 tons,38734 tons,184 m,27 m
Container,Container Terminal XXI,10.0,10.2,Container Ship,CONTAINER SHIPS,1257.0,15.6,2000,NAPOLI,Liberia,53208 tons,67795 tons,294 m,32 m
6,Oil and Products Terminal,21.0,21.4,LPG Tanker,LPG CARRIERS,1149.0,9.6,2006,SINES,Cyprus,2997 tons,3147 tons,95 m,15 m
4,Oil and Products Terminal,0.9,2.5,Tug,SUPPORTING VESSELS,2.0,7.4,1995,SINES,Portugal,270 tons,131 tons,27 m,9 m
4,Oil and Products Terminal,0.4,16.2,Fire Fighting Vessel,SUPPORTING VESSELS,2.0,6.2,2005,SINES ANCH,Portugal,386 tons,162 tons,29 m,11 m
4,Oil and Products Terminal,48.1,48.5,LPG Tanker,LPG CARRIERS,375.0,6.0,2015,MARCUS HOOK,Norway,37366 tons,42543 tons,199 m,33 m
7,Oil and Products Terminal,69.5,69.9,LPG Tanker,LPG CARRIERS,1618.0,9.3,2014,KAARSTO,Malta,4292 tons,4996 tons,99 m,17 m
Container,Container Terminal XXI,7.0,7.2,Oil Products Tanker,WET BULK,57.0,6.7,2007,SETUBAL,Spain,4969 tons,6850 tons,99 m,18 m
Container,Container Terminal XXI,16.5,17.0,Fire Fighting Vessel,SUPPORTING VESSELS,4.0,6.4,2010,SINES,Spain,428 tons,413 tons,31 m,11 m
