Berth Name,Terminal Name,Time At Berth,Time At Port,Vessel Type - Generic,Commercial Market,Voyage Distance Travelled,Voyage Speed Average,Imo,Voyage Origin Port
4,Oil and Products Terminal,0.6,1.1,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,5.7,9503512,SINES
4,Oil and Products Terminal,66.3,66.8,Oil Products Tanker,WET BULK,126.0,6.8,9309978,SINES
Container,Container Terminal XXI,0.5,0.9,Tug,SUPPORTING VESSELS,3.0,6.2,9008653,SINES
Container,Container Terminal XXI,27.0,27.3,Container Ship,CONTAINER SHIPS,433.0,6.9,9221839,ALGECIRAS
Container,Container Terminal XXI,0.6,1.0,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,6.8,9525443,SINES
Container,Container Terminal XXI,32.1,32.3,Container Ship,CONTAINER SHIPS,1513.0,13.6,9181663,NAPOLI
Container,Container Terminal XXI,0.8,1.0,Tug,SUPPORTING VESSELS,3.0,6.7,9008653,SINES
Container,Container Terminal XXI,0.8,1.1,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,5.8,9525443,SINES
1B,Multi Purpose Terminal,35.9,53.0,Fire Fighting Vessel,SUPPORTING VESSELS,4.0,9.4,9319179,SINES
Container,Container Terminal XXI,1.2,1.4,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,7.7,9319179,SINES
1B,Multi Purpose Terminal,5.9,20.5,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,4.7,9319179,SINES
Container,Container Terminal XXI,10.0,52.0,Tug,SUPPORTING VESSELS,3.0,9.3,9008653,SINES
Container,Container Terminal XXI,50.4,51.1,Fire Fighting Vessel,SUPPORTING VESSELS,4.0,8.5,9525443,SINES
1B,Multi Purpose Terminal,59.0,101.2,Fire Fighting Vessel,SUPPORTING VESSELS,4.0,5.9,9503512,SINES
2,Oil and Products Terminal,0.9,101.2,Fire Fighting Vessel,SUPPORTING VESSELS,4.0,5.9,9503512,SINES
2,Oil and Products Terminal,0.9,20.5,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,4.7,9319179,SINES
3,Oil and Products Terminal,0.3,20.5,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,4.7,9319179,SINES
3,Oil and Products Terminal,8.4,9.0,Chemical Tanker,WET BULK,796.0,11.5,9470997,TARRAGONA
7,Oil and Products Terminal,12.5,13.0,Oil/Chemical Tanker,WET BULK,252.0,10.3,9555084,LEIXOES
1A,Multi Purpose Terminal,34.8,66.3,Oil Products Tanker,WET BULK,4.0,6.8,9428671,SETUBAL
Container,Container Terminal XXI,0.4,0.7,Tug,SUPPORTING VESSELS,2.0,5.2,9008653,SINES
Container,Container Terminal XXI,1.6,2.0,Fire Fighting Vessel,SUPPORTING VESSELS,6.0,7.2,9525443,SINES
Container,Container Terminal XXI,18.3,18.6,Container Ship,CONTAINER SHIPS,669.0,12.1,9349825,VALENCIA
Container,Container Terminal XXI,0.5,0.7,Tug,SUPPORTING VESSELS,3.0,11.3,9008653,SINES
5,Oil and Products Terminal,1.0,101.2,Fire Fighting Vessel,SUPPORTING VESSELS,4.0,5.9,9503512,SINES
5,Oil and Products Terminal,17.0,17.4,Oil Products Tanker,WET BULK,778.0,12.0,9309978,DONGES
5,Oil and Products Terminal,0.6,101.2,Fire Fighting Vessel,SUPPORTING VESSELS,4.0,5.9,9503512,SINES
7,Oil and Products Terminal,10.4,66.3,Oil Products Tanker,WET BULK,4.0,6.8,9428671,SETUBAL
1A,Multi Purpose Terminal,0.5,101.2,Fire Fighting Vessel,SUPPORTING VESSELS,4.0,5.9,9503512,SINES
1A,Multi Purpose Terminal,0.5,35.6,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,4.9,9319179,SINES
2,Multi Purpose Terminal,0.1,101.2,Fire Fighting Vessel,SUPPORTING VESSELS,4.0,5.9,9503512,SINES
1B,Multi Purpose Terminal,0.1,35.6,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,4.9,9319179,SINES
Container,Container Terminal XXI,0.5,0.8,Fire Fighting Vessel,SUPPORTING VESSELS,4.0,7.0,9525443,SINES
Container,Container Terminal XXI,14.2,14.6,Container Ship,CONTAINER SHIPS,1175.0,16.6,9279965,ANTWERP
Container,Container Terminal XXI,0.5,0.8,Tug,SUPPORTING VESSELS,4.0,5.5,9008653,SINES ANCH
Container,Container Terminal XXI,44.9,45.0,Container Ship,CONTAINER SHIPS,10815.0,16.9,9930052,TANJUNG PELEPAS
Container,Container Terminal XXI,0.6,0.6,Tug,SUPPORTING VESSELS,4.0,5.0,9008653,SINES
Container,Container Terminal XXI,0.9,1.0,Fire Fighting Vessel,SUPPORTING VESSELS,5.0,6.1,9525443,SINES
Container,Container Terminal XXI,0.6,8.6,Tug,SUPPORTING VESSELS,2.0,5.3,9008653,SINES
6,Oil and Products Terminal,27.6,28.1,LPG Tanker,LPG CARRIERS,213.0,11.9,9707194,HUELVA
Container,Container Terminal XXI,5.8,6.1,Container Ship,CONTAINER SHIPS,481.0,12.4,9246566,AGADIR
Container,Container Terminal XXI,7.6,8.6,Tug,SUPPORTING VESSELS,2.0,5.3,9008653,SINES
Container,Container Terminal XXI,9.4,9.6,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,8.9,9525443,SINES
Container,Container Terminal XXI,0.6,0.7,Tug,SUPPORTING VESSELS,3.0,9.7,9008653,SINES
1A,Multi Purpose Terminal,19.6,66.3,Oil Products Tanker,WET BULK,4.0,6.8,9428671,SETUBAL
1A,Multi Purpose Terminal,1.1,101.2,Fire Fighting Vessel,SUPPORTING VESSELS,4.0,5.9,9503512,SINES
1A,Multi Purpose Terminal,21.5,22.4,Oil Products Tanker,WET BULK,683.0,12.7,9843352,BILBAO
1A,Multi Purpose Terminal,0.6,35.6,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,4.9,9319179,SINES
4,Oil and Products Terminal,39.9,40.2,Oil/Chemical Tanker,WET BULK,253.0,14.0,9800025,LEIXOES
2,Oil and Products Terminal,1.7,7.2,Fire Fighting Vessel,SUPPORTING VESSELS,4.0,5.0,9319179,SINES
2,Oil and Products Terminal,1.6,7.1,Fire Fighting Vessel,SUPPORTING VESSELS,5.0,4.9,9503512,SINES
Container,Container Terminal XXI,0.4,0.7,Fire Fighting Vessel,SUPPORTING VESSELS,4.0,6.5,9525443,SINES
Container,Container Terminal XXI,19.1,19.4,Container Ship,CONTAINER SHIPS,283.0,10.2,9339272,ALGECIRAS
Container,Container Terminal XXI,0.6,0.9,Tug,SUPPORTING VESSELS,3.0,6.1,9008653,SINES
2,Oil and Products Terminal,48.8,49.3,Shuttle Tanker,WET BULK,5266.0,11.6,9765158,PORTO DO ACU
Container,Container Terminal XXI,4.4,4.7,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,7.2,9525443,SINES
Container,Container Terminal XXI,23.7,24.0,Container Ship,CONTAINER SHIPS,1941.0,14.3,9282261,NEMRUT
Container,Container Terminal XXI,4.6,4.7,Tug,SUPPORTING VESSELS,3.0,7.0,9008653,SINES
Container,Container Terminal XXI,3.9,4.4,Fire Fighting Vessel,SUPPORTING VESSELS,6.0,7.6,9525443,SINES
Container,Container Terminal XXI,20.1,20.5,Container Ship,CONTAINER SHIPS,1259.0,17.1,9318187,NAPOLI
Container,Container Terminal XXI,4.1,4.4,Tug,SUPPORTING VESSELS,5.0,7.8,9008653,SINES
7,Oil and Products Terminal,18.3,18.8,LPG Tanker,LPG CARRIERS,249.0,11.9,9355290,LEIXOES
3,Oil and Products Terminal,0.9,11.7,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,4.8,9319179,SINES
3,Oil and Products Terminal,55.3,55.7,Oil/Chemical Tanker,WET BULK,1559.0,11.5,9396024,HAMBURG
6,Oil and Products Terminal,15.9,16.3,Oil Products Tanker,WET BULK,5.0,6.9,9428671,SETUBAL
4,Oil and Products Terminal,28.9,29.2,Oil/Chemical Tanker,WET BULK,225.0,8.7,9308558,LEIXOES
Container,Container Terminal XXI,0.5,0.8,Fire Fighting Vessel,SUPPORTING VESSELS,5.0,6.6,9525443,SINES
Container,Container Terminal XXI,23.3,23.6,Container Ship,CONTAINER SHIPS,1003.0,15.7,9735206,LE HAVRE
Container,Container Terminal XXI,0.7,0.9,Tug,SUPPORTING VESSELS,3.0,5.6,9008653,SINES
Container,Container Terminal XXI,0.4,0.6,Tug,SUPPORTING VESSELS,3.0,9.9,9008653,SINES
Container,Container Terminal XXI,5.1,5.2,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,7.6,9525443,SINES
Container,Container Terminal XXI,0.7,0.8,Tug,SUPPORTING VESSELS,3.0,7.7,9008653,SINES
5,Oil and Products Terminal,0.9,20.6,Fire Fighting Vessel,SUPPORTING VESSELS,4.0,5.2,9319179,SINES
5,Oil and Products Terminal,0.8,32.6,Fire Fighting Vessel,SUPPORTING VESSELS,4.0,5.0,9503512,SINES ANCH
5,Oil and Products Terminal,67.5,67.9,Crude Oil Tanker,WET BULK,2827.0,12.0,9693082,RABIGH
1A,Multi Purpose Terminal,47.9,48.4,General Cargo,DRY BREAKBULK,645.0,9.7,9874105,SANTANDER
6,Oil and Products Terminal,19.2,19.7,LPG Tanker,LPG CARRIERS,257.0,12.6,9697507,LEIXOES
3,Oil and Products Terminal,26.0,26.4,Oil/Chemical Tanker,WET BULK,989.0,10.9,9373230,LEIXOES
3,Oil and Products Terminal,0.5,38.1,Fire Fighting Vessel,SUPPORTING VESSELS,4.0,4.9,9503512,SINES
Container,Container Terminal XXI,9.6,9.8,Oil Products Tanker,WET BULK,4.0,4.9,9428671,SINES
2,Oil and Products Terminal,0.9,38.3,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,4.9,9319179,SINES
Container,Container Terminal XXI,0.3,0.6,Fire Fighting Vessel,SUPPORTING VESSELS,5.0,7.0,9525443,SINES
Container,Container Terminal XXI,0.4,0.5,Tug,SUPPORTING VESSELS,3.0,5.8,9008653,SINES
Container,Container Terminal XXI,36.8,37.0,Container Ship,CONTAINER SHIPS,1015.0,12.5,9710244,LE HAVRE
Container,Container Terminal XXI,0.5,0.6,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,10.5,9525443,SINES
Container,Container Terminal XXI,0.5,0.6,Tug,SUPPORTING VESSELS,3.0,8.1,9008653,SINES
Sines LNG,REN Atlantico Terminal LNG,0.7,38.1,Fire Fighting Vessel,SUPPORTING VESSELS,4.0,4.9,9503512,SINES
Sines LNG,REN Atlantico Terminal LNG,0.7,38.3,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,4.9,9319179,SINES
4,Oil and Products Terminal,23.3,23.7,Oil/Chemical Tanker,WET BULK,197.0,11.5,9439814,HUELVA
7,Oil and Products Terminal,8.4,8.9,Oil Products Tanker,WET BULK,4.0,7.1,9428671,SINES
Container,Container Terminal XXI,0.2,0.9,Fire Fighting Vessel,SUPPORTING VESSELS,4.0,4.9,9525443,SINES ANCH
Container,Container Terminal XXI,0.5,0.9,Tug,SUPPORTING VESSELS,3.0,5.9,9008653,SINES
Container,Container Terminal XXI,29.6,30.0,Container Ship,CONTAINER SHIPS,1275.0,15.7,9320453,SALERNO
Container,Container Terminal XXI,5.2,5.4,Tug,SUPPORTING VESSELS,4.0,5.1,9008653,SINES
Container,Container Terminal XXI,40.9,41.1,Container Ship,CONTAINER SHIPS,709.0,14.0,9756731,VALENCIA
Container,Container Terminal XXI,5.4,5.8,Fire Fighting Vessel,SUPPORTING VESSELS,5.0,6.8,9525443,SINES ANCH
Sines LNG,REN Atlantico Terminal LNG,0.7,38.1,Fire Fighting Vessel,SUPPORTING VESSELS,4.0,4.9,9503512,SINES
Sines LNG,REN Atlantico Terminal LNG,26.0,26.9,LNG Tanker,LNG CARRIERS,2567.0,14.4,9267003,BOFFA
Sines LNG,REN Atlantico Terminal LNG,0.7,38.3,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,4.9,9319179,SINES
Container,Container Terminal XXI,7.7,7.9,Container Ship,CONTAINER SHIPS,687.0,13.6,9354416,TENERIFE
Container,Container Terminal XXI,0.9,1.3,Fire Fighting Vessel,SUPPORTING VESSELS,5.0,6.9,9525443,SINES
Container,Container Terminal XXI,33.0,33.2,Container Ship,CONTAINER SHIPS,1265.0,8.6,9289960,NAPOLI
Container,Container Terminal XXI,9.5,9.7,Tug,SUPPORTING VESSELS,3.0,5.7,9008653,SINES
Container,Container Terminal XXI,0.6,0.8,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,11.1,9525443,SINES
Container,Container Terminal XXI,0.6,8.1,Tug,SUPPORTING VESSELS,3.0,9.7,9008653,SINES
Container,Container Terminal XXI,0.7,1.3,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,8.1,9503512,SINES
Container,Container Terminal XXI,28.3,28.6,Oil Products Tanker,WET BULK,4.0,5.9,9428671,SINES
7,Oil and Products Terminal,19.9,20.4,Oil/Chemical Tanker,WET BULK,3.0,5.6,9555084,LISBOA
6,Oil and Products Terminal,0.4,2.3,Fire Fighting Vessel,SUPPORTING VESSELS,2.0,6.2,9503512,SINES
3,Oil and Products Terminal,46.0,46.4,Oil/Chemical Tanker,WET BULK,281.0,10.3,9373137,LEIXOES
3,Oil and Products Terminal,1.9,2.9,Fire Fighting Vessel,SUPPORTING VESSELS,4.0,6.2,9503512,SINES ANCH
2,Oil and Products Terminal,0.5,16.7,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,5.7,9319179,SINES ANCH
2,Oil and Products Terminal,48.7,49.2,Crude Oil Tanker,WET BULK,4736.0,13.0,9888601,INGLESIDE
Container,Container Terminal XXI,0.3,0.7,Fire Fighting Vessel,SUPPORTING VESSELS,2.0,5.8,9525443,SINES
Container,Container Terminal XXI,0.3,0.6,Fire Fighting Vessel,SUPPORTING VESSELS,1.0,6.0,9319179,SINES
Container,Container Terminal XXI,33.8,34.1,Container Ship,CONTAINER SHIPS,685.0,11.1,9039250,BILBAO
Container,Container Terminal XXI,0.8,1.2,Fire Fighting Vessel,SUPPORTING VESSELS,6.0,6.3,9319179,SINES ANCH
Container,Container Terminal XXI,23.3,23.7,Container Ship,CONTAINER SHIPS,1184.0,17.1,9297876,ANTWERP
Container,Container Terminal XXI,0.6,1.0,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,5.8,9525443,SINES
2,Oil and Products Terminal,0.7,36.1,Fire Fighting Vessel,SUPPORTING VESSELS,2.0,9.1,9503512,SINES
Container,Container Terminal XXI,0.8,1.0,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,9.5,9525443,SINES
1A,Multi Purpose Terminal,21.0,37.7,Oil Products Tanker,WET BULK,40.0,10.1,9428671,SETUBAL
3,Multi Purpose Terminal,93.0,93.5,Livestock Carrier,OTHER MARKETS,2265.0,11.0,9621209,HAIFA
Container,Container Terminal XXI,11.0,11.4,Oil/Chemical Tanker,WET BULK,4.0,4.7,9555084,LISBOA
Container,Container Terminal XXI,17.6,17.9,Container Ship,CONTAINER SHIPS,667.0,10.8,9280861,VALENCIA
Container,Container Terminal XXI,0.4,0.7,Tug,SUPPORTING VESSELS,5.0,6.6,9008653,SINES
Container,Container Terminal XXI,0.4,0.6,Fire Fighting Vessel,SUPPORTING VESSELS,4.0,6.8,9525443,SINES
Container,Container Terminal XXI,0.5,0.6,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,9.3,9525443,SINES
7,Oil and Products Terminal,15.9,37.7,Oil Products Tanker,WET BULK,40.0,10.1,9428671,SETUBAL
5,Oil and Products Terminal,41.7,42.1,LPG Tanker,LPG CARRIERS,970.0,12.6,9519523,LAVERA
6,Oil and Products Terminal,20.1,20.5,LPG Tanker,LPG CARRIERS,256.0,12.2,9697507,LEIXOES
Container,Container Terminal XXI,0.6,1.0,Fire Fighting Vessel,SUPPORTING VESSELS,5.0,5.9,9525443,SINES
Container,Container Terminal XXI,0.8,1.4,Tug,SUPPORTING VESSELS,3.0,5.5,9008653,SINES
Container,Container Terminal XXI,56.0,56.6,Container Ship,CONTAINER SHIPS,10824.0,16.6,9936616,TANJUNG PELEPAS
Container,Container Terminal XXI,0.6,0.7,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,10.1,9525443,SINES
Container,Container Terminal XXI,0.6,0.7,Tug,SUPPORTING VESSELS,3.0,8.1,9008653,SINES
7,Oil and Products Terminal,3.7,26.7,Oil Products Tanker,WET BULK,116.0,9.6,9428671,SINES
4,Oil and Products Terminal,0.5,39.3,Fire Fighting Vessel,SUPPORTING VESSELS,2.0,5.6,9319179,SINES ANCH
4,Oil and Products Terminal,52.0,52.3,Oil/Chemical Tanker,WET BULK,2957.0,12.5,9482562,NEW HAVEN
Container,Container Terminal XXI,0.4,0.7,Tug,SUPPORTING VESSELS,5.0,5.5,9008653,SINES
Container,Container Terminal XXI,0.6,0.9,Fire Fighting Vessel,SUPPORTING VESSELS,6.0,5.8,9525443,SINES ANCH
Container,Container Terminal XXI,21.9,22.2,Container Ship,CONTAINER SHIPS,9529.0,15.3,9293791,COLOMBO
Container,Container Terminal XXI,10.0,10.3,Container Ship,CONTAINER SHIPS,80.0,9.8,9315018,SETUBAL
2,Oil and Products Terminal,1.7,2.4,Fire Fighting Vessel,SUPPORTING VESSELS,2.0,4.7,9319179,SINES ANCH
2,Oil and Products Terminal,1.1,14.4,Fire Fighting Vessel,SUPPORTING VESSELS,4.0,4.6,9503512,SINES
2,Oil and Products Terminal,42.7,43.0,Crude Oil Tanker,WET BULK,551.0,10.5,9594743,ARZEW
Container,Container Terminal XXI,0.4,0.5,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,10.6,9525443,SINES
2,Oil and Products Terminal,0.6,24.0,Fire Fighting Vessel,SUPPORTING VESSELS,2.0,7.4,9503512,SINES
10,Petrochemical Terminal,32.7,33.0,LPG Tanker,LPG CARRIERS,769.0,11.4,9371684,TARRAGONA
Container,Container Terminal XXI,4.6,4.9,Oil/Chemical Tanker,WET BULK,4.0,6.2,9555084,SINES
Container,Container Terminal XXI,7.6,7.9,Container Ship,CONTAINER SHIPS,510.0,9.0,9237371,AGADIR
Container,Container Terminal XXI,5.1,5.3,Tug,SUPPORTING VESSELS,2.0,6.6,9008653,SINES
Container,Container Terminal XXI,0.7,1.0,Tug,SUPPORTING VESSELS,3.0,10.4,9008653,SINES
Container,Container Terminal XXI,0.6,0.8,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,11.3,9525443,SINES
7,Oil and Products Terminal,8.4,9.1,Oil/Chemical Tanker,WET BULK,69.0,9.5,9555084,LISBOA
1A,Multi Purpose Terminal,22.2,26.7,Oil Products Tanker,WET BULK,116.0,9.6,9428671,SINES
3,Oil and Products Terminal,42.9,43.3,Oil/Chemical Tanker,WET BULK,539.0,12.8,9800025,CARTAGENA
6,Oil and Products Terminal,21.3,21.7,LPG Tanker,LPG CARRIERS,1225.0,10.2,9448877,ANTWERP
Container,Container Terminal XXI,0.3,0.5,Tug,SUPPORTING VESSELS,2.0,5.3,9008653,SINES
Container,Container Terminal XXI,44.3,44.4,Container Ship,CONTAINER SHIPS,1237.0,10.4,9720201,ANTWERP
Container,Container Terminal XXI,0.6,0.8,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,6.0,9525443,SINES
Container,Container Terminal XXI,1.1,1.7,Fire Fighting Vessel,SUPPORTING VESSELS,6.0,6.3,9525443,SINES
Container,Container Terminal XXI,1.0,1.4,Tug,SUPPORTING VESSELS,5.0,6.6,9008653,SINES ANCH
Container,Container Terminal XXI,31.8,32.0,Container Ship,CONTAINER SHIPS,682.0,15.3,9720287,VALENCIA
Container,Container Terminal XXI,0.6,0.9,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,9.2,9503512,SINES
Container,Container Terminal XXI,0.6,0.8,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,8.2,9319179,SINES
3,Multi Purpose Terminal,0.5,6.4,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,11.2,9525443,SINES
2,Multi Purpose Terminal,0.6,6.6,Tug,SUPPORTING VESSELS,3.0,12.0,9008653,SINES
5,Oil and Products Terminal,0.4,3.8,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,7.2,9503512,SINES ANCH
5,Oil and Products Terminal,42.0,42.3,LPG Tanker,LPG CARRIERS,3454.0,12.6,9336658,MARCUS HOOK
2,Oil and Products Terminal,0.8,5.9,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,5.8,9319179,SINES
2,Oil and Products Terminal,0.9,1.6,Fire Fighting Vessel,SUPPORTING VESSELS,4.0,5.8,9503512,SINES
2,Oil and Products Terminal,45.7,46.1,Crude Oil Tanker,WET BULK,8854.0,11.5,9920708,MILFORD HAVEN
Container,Container Terminal XXI,0.2,0.5,Tug,SUPPORTING VESSELS,7.0,8.2,9008653,SINES ANCH
Container,Container Terminal XXI,0.3,0.7,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,6.7,9525443,SINES
Container,Container Terminal XXI,45.8,46.1,Container Ship,CONTAINER SHIPS,673.0,10.8,9362449,VALENCIA
Container,Container Terminal XXI,0.6,0.7,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,10.9,9525443,SINES
2,Oil and Products Terminal,0.7,18.7,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,11.1,9503512,SINES
2,Oil and Products Terminal,1.1,19.0,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,10.9,9319179,SINES
7,Oil and Products Terminal,40.7,41.1,LPG Tanker,LPG CARRIERS,246.0,11.2,9355290,LEIXOES
Container,Container Terminal XXI,0.3,0.5,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,7.2,9525443,SINES
Container,Container Terminal XXI,0.4,0.5,Tug,SUPPORTING VESSELS,3.0,5.4,9008653,SINES
Container,Container Terminal XXI,19.7,19.9,Container Ship,CONTAINER SHIPS,1923.0,18.6,9295177,NEMRUT
6,Oil and Products Terminal,15.3,15.7,Oil Products Tanker,WET BULK,61.0,10.7,9428671,LISBOA
Container,Container Terminal XXI,0.8,1.1,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,10.4,9525443,SINES
Container,Container Terminal XXI,0.8,1.0,Tug,SUPPORTING VESSELS,3.0,11.1,9008653,SINES
Container,Container Terminal XXI,0.3,0.7,Fire Fighting Vessel,SUPPORTING VESSELS,5.0,7.2,9525443,SINES
Container,Container Terminal XXI,16.8,17.1,Container Ship,CONTAINER SHIPS,1265.0,18.0,9181675,NAPOLI
Container,Container Terminal XXI,0.5,0.8,Tug,SUPPORTING VESSELS,4.0,7.1,9008653,SINES
Container,Container Terminal XXI,0.3,0.6,Fire Fighting Vessel,SUPPORTING VESSELS,5.0,6.0,9319179,SINES
Container,Container Terminal XXI,27.0,27.4,Container Ship,CONTAINER SHIPS,1060.0,10.2,9699127,LE HAVRE
Container,Container Terminal XXI,0.6,0.9,Fire Fighting Vessel,SUPPORTING VESSELS,6.0,5.7,9503512,SINES ANCH
4,Oil and Products Terminal,67.6,68.0,Oil Products Tanker,WET BULK,787.0,13.0,9425552,TARRAGONA
3,Oil and Products Terminal,0.4,2.0,Fire Fighting Vessel,SUPPORTING VESSELS,2.0,6.8,9503512,SINES
3,Oil and Products Terminal,45.2,45.6,Oil/Chemical Tanker,WET BULK,323.0,6.6,9373137,BARREIRO
Container,Container Terminal XXI,0.6,0.8,Tug,SUPPORTING VESSELS,3.0,11.1,9008653,SINES
Container,Container Terminal XXI,1.7,1.9,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,10.7,9525443,SINES
7,Oil and Products Terminal,17.0,17.4,LPG Tanker,LPG CARRIERS,70.0,11.6,9697507,TRAFARIA
Container,Container Terminal XXI,0.5,0.6,Tug,SUPPORTING VESSELS,3.0,5.5,9008653,SINES
Container,Container Terminal XXI,22.1,22.3,Container Ship,CONTAINER SHIPS,1270.0,11.2,9231822,SALERNO
Container,Container Terminal XXI,0.4,0.5,Fire Fighting Vessel,SUPPORTING VESSELS,4.0,5.8,9525443,SINES
Container,Container Terminal XXI,1.1,1.2,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,11.4,9525443,SINES
Container,Container Terminal XXI,1.0,1.2,Tug,SUPPORTING VESSELS,3.0,10.9,9008653,SINES
6,Oil and Products Terminal,17.2,17.6,LPG Tanker,LPG CARRIERS,685.0,8.7,9261578,PUERTO DE SALINETAS
3,Oil and Products Terminal,0.4,16.7,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,5.0,9503512,SINES ANCH
3,Oil and Products Terminal,15.8,16.1,Oil/Chemical Tanker,WET BULK,17.0,5.2,9373230,SINES
Container,Container Terminal XXI,0.5,0.8,Tug,SUPPORTING VESSELS,4.0,8.0,9008653,SINES
Container,Container Terminal XXI,18.8,19.2,Container Ship,CONTAINER SHIPS,787.0,9.4,9705005,VALENCIA
2,Oil and Products Terminal,1.3,8.4,Fire Fighting Vessel,SUPPORTING VESSELS,4.0,5.2,9525443,SINES ANCH
2,Oil and Products Terminal,2.3,22.4,Fire Fighting Vessel,SUPPORTING VESSELS,4.0,5.2,9319179,SINES
2,Oil and Products Terminal,1.5,2.3,Fire Fighting Vessel,SUPPORTING VESSELS,5.0,5.5,9503512,SINES
2,Oil and Products Terminal,42.4,43.1,Crude Oil Tanker,WET BULK,3605.0,12.5,9532757,QUA IBOE TERMINAL
Container,Container Terminal XXI,0.9,1.0,Tug,SUPPORTING VESSELS,3.0,11.1,9008653,SINES
4,Oil and Products Terminal,24.4,24.7,Oil/Chemical Tanker,WET BULK,776.0,13.3,9470985,TARRAGONA
5,Oil and Products Terminal,46.8,47.0,Oil/Chemical Tanker,WET BULK,5.0,7.1,9308558,LEIXOES
3,Multi Purpose Terminal,0.4,7.9,Fire Fighting Vessel,SUPPORTING VESSELS,2.0,5.8,9525443,SINES ANCH
3,Multi Purpose Terminal,55.7,56.3,General Cargo,DRY BREAKBULK,1553.0,9.3,9613812,EMDEN
2,Multi Purpose Terminal,0.4,8.8,Tug,SUPPORTING VESSELS,5.0,7.4,9008653,SINES ANCH
Container,Container Terminal XXI,21.2,21.4,Container Ship,CONTAINER SHIPS,1264.0,12.9,9231779,NAPOLI
Container,Container Terminal XXI,1.9,2.2,Tug,SUPPORTING VESSELS,4.0,6.8,9008653,SINES
Container,Container Terminal XXI,0.6,0.8,Fire Fighting Vessel,SUPPORTING VESSELS,6.0,6.7,9319179,SINES
Container,Container Terminal XXI,35.1,35.4,Container Ship,CONTAINER SHIPS,309.0,10.8,9149897,VIGO
Container,Container Terminal XXI,0.6,0.9,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,6.9,9525443,SINES
Container,Container Terminal XXI,3.0,3.2,Tug,SUPPORTING VESSELS,2.0,5.2,9008653,SINES
Container,Container Terminal XXI,0.5,0.9,Fire Fighting Vessel,SUPPORTING VESSELS,5.0,6.2,9525443,SINES
Container,Container Terminal XXI,0.6,1.0,Tug,SUPPORTING VESSELS,3.0,5.8,9008653,SINES
Container,Container Terminal XXI,17.8,18.0,Container Ship,CONTAINER SHIPS,1185.0,14.7,9778090,ANTWERP
Container,Container Terminal XXI,0.6,1.1,Fire Fighting Vessel,SUPPORTING VESSELS,3.0,11.4,9525443,SINES
Container,Container Terminal XXI,0.8,1.1,Tug,SUPPORTING VESSELS,3.0,11.0,9008653,SINES
Container,Container Terminal XXI,0.2,0.6,Tug,SUPPORTING VESSELS,4.0,6.3,9008653,SINES
Container,Container Terminal XXI,0.3,0.8,Fire Fighting Vessel,SUPPORTING VESSELS,4.0,7.1,9525443,SINES
Container,Container Terminal XXI,9.3,9.6,Container Ship,CONTAINER SHIPS,1445.0,11.2,9279977,ANTWERP
Container,Container Terminal XXI,1.1,1.3,Tug,SUPPORTING VESSELS,3.0,10.2,9008653,SINES
